title,start,end,location,url,description,uid,category,series_id,label,weak_label,predicted_label,confidence,needs_review,label_source,prediction_confidence
Flora-Bama 11th Annual Bulls On The Beach,2025-09-04,2025-09-07,"Flora-Bama Lounge Package & Oyster Bar 17401 Perdido Key Dr. Perdido Key, FL. 32507",https://business.perdidochamber.com/events/details/flora-bama-11th-annual-bulls-on-the-beach-38845,"Get your tickets early because Bulls On The Beach is one of Flora-Bama's most anticipated events of the year! Bring the family out to experience the ultimate adrenaline rush with three nights of live rodeo action featuring Professional Bull Riders from all around the country! A portion of the proceeds from this event will go to St. Jude Children's Research Hospital.

Join us Thursday for Kid's Night! Kids 12 and under can participate in a Coloring Contest Bike Giveaway for both a lucky little boy and girl (scroll down for more info), followed by Professional Bull Riding to round out the night. Friday and Saturday night will feature the Professional Bull Riders in the adult Bull Riding Competition. We look forward to seeing you there!",e.2644.38845,,,0.0,,0.0,0.6113685751726115,False,manual_or_previous,
Team Trivia at Lillian's Pizza,2025-09-11T00:00:00+00:00,2025-09-11T02:00:00+00:00,"Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-09-10-2025-39382,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39382,,,1.0,,1.0,0.5196135443972965,True,manual_or_previous,
Team Trivia at Lillian's Pizza,2025-09-04T00:00:00+00:00,2025-09-04T02:00:00+00:00,"Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-09-03-2025-39381,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39381,,,1.0,,1.0,0.5196135443972965,True,manual_or_previous,
Team Trivia at Perdido Key Sports Bar,2025-09-03T00:00:00+00:00,2025-09-03T02:00:00+00:00,"Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-09-02-2025-39117,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39117,,,1.0,,1.0,0.5085939251248687,True,manual_or_previous,
Post Labor Day Beach Clean Up,2025-09-02T11:00:00+00:00,2025-09-02T13:00:00+00:00,Panhandle Salt Surf Fishing 13595 Perdido Key Dr,https://business.perdidochamber.com/events/details/post-labor-day-beach-clean-up-39410,"Panhandle Salt, together with the Gulf Coast Land-Based Fishing Guide Association, has organized a community beach cleanup for the morning of Tuesday, September 2nd (following Labor Day weekend). Event Details Service Area: Johnson Beach down to The Crab Trap Meeting Location: 13595 Perdido Key Dr. Time: 6:00 a.m.   8:00 a.m. Trash Disposal: All collected trash will be disposed of at the Panhandle Salt shop dumpster. All are welcome to attend.",e.2644.39410,,,0.0,,0.0,0.7536762330587244,False,manual_or_previous,
Music Bingo at Lillian's Pizza,2025-09-02T00:00:00+00:00,2025-09-02T02:00:00+00:00,"Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-09-01-2025-39359,"Kick off your weekend early with Music Bingo by Team Trivia every Monday at Lillian's Pizza! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",e.2644.39359,,,1.0,,1.0,0.5252622520388504,True,manual_or_previous,
Flora-Bama Halloween Costume Contest,2025-10-31,2025-11-01,"Flora-Bama Lounge Package & Oyster Bar 17401 Perdido Key Dr. Perdido Key, FL. 32507",https://business.perdidochamber.com/events/details/flora-bama-halloween-costume-contest-38846,"Come in your Halloween digs and get in FREE! We love a good excuse to dress up, so hop on your broom sticks and come in your most elaborate costume.  With cash prizes, tons of people come to join in the annual Halloween costume contest! Details on the event are below. 

1st Place - $600

2nd Place - $500

3rd Place - $400",e.2644.38846,,e.2644.38846,1.0,,,,,series_propagation,
Music Bingo at Perdido Key Sports Bar,2025-10-31T00:00:00+00:00,2025-10-31T02:00:00+00:00,Perdido Key Sports Bar & Restaurant,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-10-30-2025-39346,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",e.2644.39346,,e.2644.39346,1.0,1.0,,,,series_propagation,
Team Trivia at Lillian's Pizza,2025-10-30T00:00:00+00:00,2025-10-30T02:00:00+00:00,"Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-10-29-2025-39389,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39389,,e.2644.39389,1.0,1.0,,,,series_propagation,
Women Mean Business Sunset Sail 2025,2025-10-29T21:45:00+00:00,2025-10-29T23:45:00+00:00,"WILD HEARTS is located in Orange Beach, Alabama directly across the street from Perdido Beach Resort 27101 Perdido Beach Blvd. (Hwy 182) We are docked on the north side of the highway on Cotton Bayou directly across the street from the Perdido Beach Resort. Just look for the signs directing you to the parking area and look for the tall mast on our bright yellow catamaran.",https://business.perdidochamber.com/events/details/women-mean-business-sunset-sail-2025-39457,"Presented by Sail Wild Hearts & Women Mean Business 

Ladies, let's sail into the sunset together! Join us on Wednesday, October 29th from 4:45 6:45 PM for an exclusive evening aboard Wild Hearts, a 53-ft. sailing catamaran. With room for 49 guests, it's the perfect way to unwind, connect, and enjoy breathtaking Gulf views with fellow Perdido Chamber ladies.



The sail is generously donated by Sail Wild Hearts. Ticket fees help cover refreshments and gratuity for their incredible crew!



Location: Sail Wild Hearts, 27101 Perdido Beach Blvd, Orange Beach (across from Perdido Beach Resort)

On Board: Light snacks will be provided. You're welcome to bring your favorite beverages and small cooler (no glass).

Tickets: $25 Chamber Members | $40 Non-Members

Deadline: Space is limited. Reserve your spot by October 22nd!



This is more than just a cruise it's an opportunity to relax, mingle, and share an unforgettable evening on the water with the Women Mean Business Committee. Secure your spot today and join us for sunset views, laughter, and great company!

 






*All ticket sales are final and tickets are non-refundable. The Perdido Key Area Chamber of Commerce will not be responsible for reselling tickets if you are unable to attend. 



*By attending this event, you consent to photography, video recording, and its/their release, publication, or reproduction to be used by the Perdido Key Area Chamber of Commerce for promotional purposes, including on social media, websites, and other marketing materials.",e.2644.39457,,e.2644.39457,1.0,0.0,,,,series_propagation,
Team Trivia at Perdido Key Sports Bar,2025-10-29T00:00:00+00:00,2025-10-29T02:00:00+00:00,"Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-10-28-2025-39125,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39125,,e.2644.39125,1.0,1.0,,,,series_propagation,
Music Bingo at Lillian's Pizza,2025-10-28T00:00:00+00:00,2025-10-28T02:00:00+00:00,"Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-10-27-2025-39367,"Kick off your weekend early with Music Bingo by Team Trivia every Monday at Lillian's Pizza! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",e.2644.39367,,e.2644.39367,1.0,1.0,,,,series_propagation,
"2025 Red, White, and Birdies Golf Scramble",2025-10-27T15:00:00+00:00,2025-10-27T20:00:00+00:00,"A.C. Read Golf Course Naval Air Station Pensacola 1313 Duncan Road Pensacola, FL",https://business.perdidochamber.com/events/details/2025-red-white-and-birdies-golf-scramble-38249,"Tee up for a great cause at the 2025 Red, White, and Birdies Golf Scramble, Presented by Printing Pros, a premier fundraising event supporting our military programs and initiatives through the Perdido Key Area Chamber's Military Appreciation Committee. 



Join the Perdido Key Area Chamber of Commerce on Monday, October 27th, at 10am for an afternoon of camaraderie and competition at the beautiful A.C. Read Golf Course on Naval Air Station, Pensacola. Enjoy a day on the greens while contributing to initiatives that benefit our local military community.



EVENT DETAILS: 

Location: A.C. Read Golf Course, NAS Pensacola, 1313 Duncan Road, Pensacola, FL

Date: Monday, October 27th

Time: Shotgun start at 10:00 a.m. (Lunch served at the turn)



Important Information: To gain access to A.C. Read Golf Course, all participants who do not have a military I.D. must complete the 5512 Security Form. Please download the form and complete and send it to Madelyn Bell, membership@perdidochamber.com by October 10th. Click here for the 5512 Security form.



PRICING: 


	Teams:

	
		Perdido Chamber Member Team: $500
		Military Team with I.D.: $400
		Non-Member Team: $600
	
	



	Individuals:

	
		Perdido Chamber Member Golfer: $125
		Military Golfer with I.D.: $100
		Non-Member Golfer: $150
	
	


For those looking to enhance their participation, a variety of sponsorship opportunities are available. Click here for sponsorship information.



Don't miss out on this chance to support a worthy cause while enjoying a day of golf with friends and colleagues. Sign up today!",e.2644.38249,,e.2644.38249,0.0,0.0,,,,series_propagation,
"Florida SBDC at UWF Presents ""Learn AI with Jenni Arnold – Create Smarter Workflows""",2025-09-03T15:00:00+00:00,2025-09-03T16:00:00+00:00,"Please note, this is a virtual event. We'll see you online http://tinyurl.com/ai-arnold",https://business.perdidochamber.com/events/details/florida-sbdc-at-uwf-presents-learn-ai-with-jenni-arnold-create-smarter-workflows-39082,"Discover how to transform your most time-consuming tasks into efficient, automated systems in this hands-on workshop with ""Learn AI with Jenni Arnold."" Attendees will learn how to streamline content creation, eliminate repetitive workflows, and implement AI tools that enhance productivity and focus. This session is designed to equip business owners and teams with hands-on exercises and practical strategies to boost efficiency using AI.



Register Here: http://tinyurl.com/ai-arnold",e.2644.39082,,,0.0,,0.0,0.5265507115668181,True,manual_or_previous,
Perdido Chamber: Board of Directors Monthly Meeting,2025-09-11T13:00:00+00:00,2025-09-11T14:00:00+00:00,"The Perdido Key Area Chamber of Commerce Conference Room 15500 Perdido Key Drive Pensacola, FL 32507",https://business.perdidochamber.com/events/details/pkacc-board-meeting-09-11-2025-15427,"This meeting is not open to the public. If you would like to bring any topic of concern to the Chamber Board of Directors, it must be submitted in writing before the monthly Board Meetings. 



Board members are recognized as community leaders and should take an active leadership role in the chamber, serving on one of the committees.  The Nomination Period for the Perdido Chamber Board of Directors begins in August of Each year. If you would like to nominate someone or yourself for the upcoming Board term, please Tammy at the Chamber.",e.2644.15427,,,0.0,,0.0,0.5341945206418308,True,manual_or_previous,
2025 Perdido Palooza Community Party,2025-09-11T22:00:00+00:00,2025-09-12T02:00:00+00:00,"Warrior Beer Company 10605 Sorrento Rd, Pensacola, FL 32507",https://business.perdidochamber.com/events/details/2025-perdido-palooza-warrior-beer-company-09-11-2025-38803,"Perdido Palooza is a vibrant monthly community party that brings people together in a fun, festive atmosphere! Hosted by the Perdido Key Area Chamber of Commerce and Warrior Beer Company, this event is designed to celebrate the spirit and charm of the Perdido community! Held from May through October, each month features live performances from talented musicians, craft beer, local food trucks, and a strong focus on supporting the community through partnerships with local businesses and artisans.

 

What to Expect at Perdido Palooza:

  Enjoy live music

   Shop & visit with local vendors and businesses 

  Savor craft beer brewed on-site by Warrior Beer Company

  Connect with friends, neighbors, and the community while supporting local talent and our local businesses.

 

When: The second Thursday of every month, from May through October.



Interested in being a part of the event? Check out the sponsorship information and the vendor information here!

 

Celebrate local, enjoy the best of Perdido Key, and join us at Perdido Palooza for an unforgettable experience. Let's raise a glass to community, music, food, and fun!

 

FUTURE DATES: 

OCTOBER 9
 



All sales are final and non-refundable. The Perdido Key Area Chamber of Commerce will not be responsible for reselling your booth space if you are unable to attend.



By attending this event, you consent to photography, video recording, and its/their release, publication, or reproduction to be used by the Perdido Key Area Chamber of Commerce for promotional purposes, including on social media, websites, and other marketing materials.

 

All sponsorships and booth spaces must be paid 30 days before the event date",e.2644.38803,,,0.0,,0.0,0.7398967758970223,False,manual_or_previous,
Music Bingo at Perdido Key Sports Bar,2025-09-12T00:00:00+00:00,2025-09-12T02:00:00+00:00,Perdido Key Sports Bar & Restaurant,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-09-11-2025-39339,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",e.2644.39339,,,1.0,,1.0,0.5152283947365411,True,manual_or_previous,
Brown Bag Lunch Series - Learn the Signs of Scams before it Happens to You.,2025-09-30T16:30:00+00:00,2025-09-30T17:30:00+00:00,Perdido Key Chamber of Commerce 15500 Perdido Key Dr. Community Center.,https://business.perdidochamber.com/events/details/brown-bag-lunch-series-learn-the-signs-of-scams-before-it-happens-to-you-39084,"Learn the Signs of Scams Before it Happens to You.
Knowledge is your best defense against fraud. Join us and the Better Business Bureau for this informative session presented by Will Wirth. Discover how to recognize scams and protect yourself from becoming a victim. You'll learn about some of the most common tactics scammers use, the red flags to watch out for, and practical steps you can take to keep your money and personal information safe.



 Will Wirth is the Marketing & Communications Director for the BBB serving Northwest Florida. He joined the BBB of 

 NWFL in August 2023 and has since been active in community engagement (presentations and speaking engagements),

 exhibitions, chamber events and the local FPRA chapter. He oversees the BBB's marketing with social media, press

 releases, website updates, digital advertising, and media appearances. He graduated from the University of West

 Florida with my BA in Communication Arts. I am also a big sports fan rooting for the UWF Argonauts, Florida Gators (Go

 GATORS!), New England Patriots (AFC), New Orleans Saints (NFC), and the Carolina Hurricanes (NHL   Formerly

 Hartford Whalers).",e.2644.39084,,,0.0,,0.0,0.5855500416683228,True,manual_or_previous,
Music Bingo at Lillian's Pizza,2025-09-30T00:00:00+00:00,2025-09-30T02:00:00+00:00,"Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-09-29-2025-39363,"Kick off your weekend early with Music Bingo by Team Trivia every Monday at Lillian's Pizza! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",e.2644.39363,,,1.0,,1.0,0.5252622520388504,True,manual_or_previous,
Installation of Officers Banquet,2025-09-26T22:30:00+00:00,2025-09-27T02:00:00+00:00,Pensacola Yacht Club,https://business.perdidochamber.com/events/details/installation-of-officers-banquet-39448,Kiwanis Club of Big Lagoon will stall the new officers for 2025-2026. The new officers and board of directress assume their responsibilities on Oct 1st. Awards will also be presented to outstanding Kiwanians and supporters of our mission to improve children's lives. Dinner will include a buffet dinner with Prime Rib carving station and grilled Pecan Grouper. Guests interested in joining our mission are welcome to attend. RSVP estdean@cox.net,e.2644.39448,,,0.0,,0.0,0.54779307179454,True,manual_or_previous,
Music Bingo at Perdido Key Sports Bar,2025-09-26T00:00:00+00:00,2025-09-26T02:00:00+00:00,Perdido Key Sports Bar & Restaurant,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-09-25-2025-39341,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",e.2644.39341,,,1.0,,1.0,0.5152283947365411,True,manual_or_previous,
2025 September Networking Luncheon,2025-09-25T16:30:00+00:00,2025-09-25T18:00:00+00:00,The Point Restaurant 14340 Innerarity Point Road,https://business.perdidochamber.com/events/details/2025-september-networking-luncheon-39404,"Join the Perdido Key Area Chamber of Commerce for a Networking Lunch

 
Join us as a Chamber member or a prospective member to network with business professionals in the Perdido Key Area.  Make sure to bring plenty of business cards.  Each attendee will have an opportunity to introduce themselves and give a brief statement about their business. Each month an attendee will be drawn to speak for extended time about their business at our next event. 



This month's luncheon will be held at: 

The Point Restaurant

14340 Innerarity Point Road 



This month's speaker:

Kim Kennedy, Southern Vacation Rentals



The lunch is free to attend however, each person will be responsible for the payment of their own meal. 



Registration is required. Please be courteous and use the RSVP button to register so our host venue can plan accordingly. If you do not register before the event and walk up, you are not guaranteed a seat at the event.",e.2644.39404,,,0.0,,0.0,0.5950501120483682,True,manual_or_previous,
Team Trivia at Lillian's Pizza,2025-09-25T00:00:00+00:00,2025-09-25T02:00:00+00:00,"Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-09-24-2025-39384,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!",e.2644.39384,,,1.0,,1.0,0.5196135443972965,True,manual_or_previous,
Business Development Committee,2025-09-24T13:30:00+00:00,2025-09-24T14:30:00+00:00,"PKACC 15500 Perdido Key Dr. Pensacola, FL 32507",https://business.perdidochamber.com/events/details/business-development-committee-09-17-2025-34278,"The Business Development Committee works in partnership with our local leadership, public entities, and nonprofits to support the community as a whole. This group advocates for the vitality of the local business, focuses on preserving the quality of life, and campaigns for safety on the Key in order to promote community development and provide an environment where business can thrive.



Chair - Allen Bizzell - Holiday Harbor Marina & Sunset Grille

Staff contact:  Tammy Thurow",e.2644.34278,,,0.0,,0.0,0.5799012253006022,True,manual_or_previous,
Perdido Rotary,2025-09-24T12:30:00+00:00,2025-09-24T13:30:00+00:00,"The Point Church, 13801 Innerarity Point Road",https://business.perdidochamber.com/events/details/perdido-rotary-09-24-2025-39079,"Rotary Club meeting with speaker: Andrew Del Gaudio, PhD Executive Director UWF Aylstock, Kreis, Witkin and Overholz Center for Leadership, regarding Leadership, Women in Leadership",e.2644.39079,,,0.0,,0.0,0.5268481407448342,True,manual_or_previous,
